Match_ID,Season,Match_Date,Home_Team,Away_Team,Venue_City,Home_Formation,Away_Formation,Home_Possession_Pct,Away_Possession_Pct,Home_Shots_On_Target,Away_Shots_On_Target,Home_Goals,Away_Goals,Home_Foreign_Goal_Contribution,Home_Indian_Goal_Contribution,Away_Foreign_Goal_Contribution,Away_Indian_Goal_Contribution,Home_Corners,Away_Corners,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Indian_Player_Rating_Avg,Home_Foreign_Player_Rating_Avg,Away_Indian_Player_Rating_Avg,Away_Foreign_Player_Rating_Avg,Home_Squad_Market_Value_Cr,Home_Foreign_Player_Market_Value_Cr,Away_Squad_Market_Value_Cr,Away_Foreign_Player_Market_Value_Cr,Home_Foreign_Clearances_Tackles,Home_Indian_Clearances_Tackles,Away_Foreign_Clearances_Tackles,Away_Indian_Clearances_Tackles,Home_Foreign_Big_Chances_Created,Home_Indian_Big_Chances_Created,Away_Foreign_Big_Chances_Created,Away_Indian_Big_Chances_Created,Home_Foreign_Big_Chances_Missed,Home_Indian_Big_Chances_Missed,Away_Foreign_Big_Chances_Missed,Away_Indian_Big_Chances_Missed,Home_Foreign_Interception_Rate,Home_Indian_Interception_Rate,Away_Foreign_Interception_Rate,Away_Indian_Interception_Rate,Home_Injury_Count,Away_Injury_Count,Weather_Condition,Pitch_Condition,Match_Condition,Home_Fatigue_Index,Away_Fatigue_Index,Home_Team_Chemistry_Score,Away_Team_Chemistry_Score,H2H_Home_Wins_Last5,H2H_Away_Wins_Last5,Referee_Strictness_Index,Home_Recent_Form_Pts,Away_Recent_Form_Pts,Home_Set_Piece_Conversion_Pct,Away_Set_Piece_Conversion_Pct,Key_Player_Missing_Side,Home_Foreign_Player_Ratio,Away_Foreign_Player_Ratio,Match_Result,Home_Points,Away_Points
ISL00481,2019-20,2019-12-27,FC Goa,ATK Mohun Bagan,Goa,5-3-2,3-4-3,43.2,56.8,3,7,0,2,0,0,1,1,8,4,1,2,0,0,7.71,6.62,6.58,6.67,36.1,24.9,45.3,21.1,9,18,7,11,2,0,2,2,2,0,2,3,20.7,41.6,51.0,43.2,0,0,Humid,Good,Night,7.1,1.3,6.88,9.47,2,2,6.0,8,8,29.4,24.6,,0.45,0.37,Away_Win,0,3
ISL00482,2019-20,2019-12-27,Punjab FC,Kerala Blasters,Mohali,3-4-3,3-4-3,46.2,53.8,5,6,2,2,2,0,2,0,3,2,0,2,0,0,7.01,6.11,7.11,5.9,48.8,32.9,48.1,24.6,8,19,15,11,2,0,3,0,3,1,3,0,29.5,55.0,41.3,40.3,1,0,Humid,Average,Night,9.2,4.4,7.23,6.82,2,1,9.6,5,7,28.1,21.5,Away,0.3,0.38,Draw,1,1
ISL00483,2019-20,2019-12-28,FC Goa,East Bengal FC,Goa,4-2-3-1,4-3-3,48.6,51.4,4,4,2,0,1,1,0,0,10,2,3,4,0,0,6.66,7.8,6.65,6.36,26.1,13.1,49.4,29.2,8,12,9,11,2,0,2,1,2,0,2,1,45.8,29.6,43.2,32.7,0,1,Clear,Average,Day,3.9,8.6,6.09,6.18,2,2,6.5,7,7,20.7,7.3,Away,0.39,0.35,Home_Win,3,0
ISL00484,2019-20,2019-12-29,Bengaluru FC,Mumbai City FC,Bengaluru,5-3-2,3-4-3,53.6,46.4,2,3,1,2,0,1,1,1,4,6,5,4,0,0,6.14,7.17,6.78,7.08,38.9,20.0,45.3,30.0,8,13,11,13,1,0,0,1,1,1,0,4,48.0,46.5,38.2,16.3,1,1,Overcast,Good,Night,7.7,5.8,5.98,6.73,1,3,9.8,7,13,19.4,29.3,,0.31,0.45,Away_Win,0,3
ISL00485,2019-20,2019-12-29,Odisha FC,NorthEast United FC,Bhubaneswar,4-3-3,4-3-3,54.5,45.5,2,3,0,0,0,0,0,0,6,4,6,2,0,0,6.93,7.23,7.05,6.32,57.9,40.0,43.2,22.0,9,12,7,20,2,1,1,5,2,2,1,5,55.0,25.9,34.5,36.9,0,1,Rainy,Poor,Night,0.2,4.0,6.85,5.46,1,3,1.4,6,10,9.7,22.0,,0.32,0.41,Draw,1,1
ISL00486,2019-20,2020-01-02,Kerala Blasters,Jamshedpur FC,Kochi,5-3-2,5-3-2,41.6,58.4,5,5,1,3,1,0,2,1,4,10,3,2,0,0,6.84,6.49,6.27,6.86,50.3,29.8,51.6,34.8,5,10,7,10,1,2,1,0,1,2,2,1,22.9,54.6,26.5,42.9,1,0,Rainy,Good,Day,4.6,0.1,7.69,7.74,1,3,2.4,8,6,19.3,29.0,Home,0.47,0.47,Away_Win,0,3
ISL00487,2019-20,2020-01-04,Punjab FC,ATK Mohun Bagan,Mohali,3-4-3,3-5-2,44.3,55.7,9,4,1,0,1,0,0,0,6,4,3,1,0,0,5.84,7.54,8.41,6.93,39.4,21.4,54.8,38.0,12,14,8,17,4,0,1,2,6,1,1,3,40.3,24.5,25.8,26.2,2,1,Humid,Good,Night,8.5,7.1,5.97,7.38,1,4,8.4,6,10,17.7,18.5,,0.31,0.43,Home_Win,3,0
ISL00488,2019-20,2020-01-08,Jamshedpur FC,Kerala Blasters,Jamshedpur,3-4-3,4-2-3-1,46.0,54.0,4,4,0,1,0,0,1,0,8,6,2,2,0,0,7.22,6.14,7.34,7.88,42.2,23.9,35.2,16.6,8,11,8,13,3,0,1,0,3,1,1,1,32.8,53.7,30.0,48.2,3,1,Rainy,Good,Night,9.2,9.0,5.71,6.95,3,1,8.4,6,5,15.4,16.4,,0.47,0.34,Away_Win,0,3
ISL00489,2019-20,2020-01-08,Kerala Blasters,Hyderabad FC,Kochi,4-2-3-1,4-4-2,36.2,63.8,7,6,2,0,1,1,0,0,2,6,8,4,0,0,8.11,7.19,7.38,7.11,54.8,28.4,33.7,21.3,7,12,10,14,1,0,3,2,1,1,4,5,31.2,50.9,37.0,29.5,1,1,Humid,Good,Night,6.6,7.8,5.37,6.75,3,1,9.9,5,3,15.1,7.7,,0.46,0.34,Home_Win,3,0
ISL00490,2019-20,2020-01-09,FC Goa,Mumbai City FC,Goa,5-3-2,4-4-2,54.1,45.9,4,3,0,0,0,0,0,0,5,7,4,2,0,0,5.96,6.09,7.17,7.49,36.3,21.6,49.2,27.0,7,12,11,15,1,3,1,0,1,4,2,3,34.7,18.6,51.4,40.7,4,0,Rainy,Average,Day,6.2,8.2,5.9,7.59,0,2,8.2,9,15,22.5,6.5,Away,0.32,0.46,Draw,1,1
ISL00491,2019-20,2020-01-09,Bengaluru FC,Odisha FC,Bengaluru,5-3-2,4-2-3-1,48.1,51.9,5,5,2,2,1,1,1,1,4,5,0,4,0,0,6.31,7.15,7.3,6.4,30.8,19.4,44.0,21.3,6,14,4,16,0,1,1,0,1,2,2,1,16.2,25.8,39.7,44.7,3,2,Rainy,Good,Night,8.5,8.3,5.68,10.0,3,1,7.4,4,4,21.9,5.4,,0.32,0.33,Draw,1,1
ISL00492,2019-20,2020-01-10,Bengaluru FC,Hyderabad FC,Bengaluru,4-4-2,4-4-2,41.0,59.0,3,5,1,2,1,0,2,0,6,2,7,4,0,0,7.03,7.34,7.68,7.11,23.9,13.8,42.1,21.3,9,14,7,13,2,1,3,3,2,1,5,3,30.3,35.8,47.3,27.2,1,3,Clear,Good,Night,8.3,3.8,5.34,7.41,3,0,1.8,4,3,28.6,16.5,,0.5,0.41,Away_Win,0,3
ISL00493,2019-20,2020-01-12,Kerala Blasters,ATK Mohun Bagan,Kochi,4-4-2,4-2-3-1,53.8,46.2,9,4,4,0,2,2,0,0,4,4,1,1,0,0,7.09,8.72,6.71,6.78,56.1,36.8,44.7,24.2,7,12,9,16,2,0,1,1,2,0,2,2,35.3,39.0,38.4,16.6,2,0,Rainy,Average,Day,6.4,8.3,6.22,6.0,2,1,2.1,7,9,27.8,11.9,,0.34,0.46,Home_Win,3,0
ISL00494,2019-20,2020-01-15,Jamshedpur FC,Odisha FC,Jamshedpur,4-2-3-1,3-4-3,34.7,65.3,6,6,1,1,0,1,1,0,5,3,4,3,0,0,7.62,6.49,6.11,6.86,28.9,13.8,52.7,24.0,9,15,14,13,1,1,2,1,1,2,3,2,38.7,34.3,24.0,17.0,0,1,Overcast,Average,Night,9.4,8.3,5.84,7.71,2,2,2.3,6,2,9.4,11.3,,0.35,0.36,Draw,1,1
ISL00495,2019-20,2020-01-18,Jamshedpur FC,Punjab FC,Jamshedpur,5-3-2,4-3-3,40.2,59.8,7,2,2,0,1,1,0,0,2,8,1,3,0,0,7.12,8.01,6.89,6.74,27.9,16.8,27.7,17.3,14,11,6,18,0,2,4,1,1,2,4,2,45.8,31.8,54.9,48.7,2,0,Rainy,Good,Night,6.6,1.0,7.45,7.05,1,2,3.0,4,9,7.0,23.2,,0.4,0.46,Home_Win,3,0
ISL00496,2019-20,2020-01-18,Mumbai City FC,Jamshedpur FC,Mumbai,4-3-3,4-3-3,54.1,45.9,7,5,0,2,0,0,1,1,7,6,3,6,0,0,6.22,6.23,6.15,8.41,21.3,14.9,50.2,28.3,11,9,8,17,0,2,3,5,1,2,5,5,46.8,40.2,34.1,49.9,1,0,Rainy,Good,Night,7.6,1.8,6.1,7.14,1,3,3.2,13,7,9.3,29.5,,0.36,0.48,Away_Win,0,3
ISL00497,2019-20,2020-01-19,East Bengal FC,Punjab FC,Kolkata,3-4-3,3-4-3,52.9,47.1,1,3,1,0,1,0,0,0,7,6,5,4,0,0,6.99,6.73,5.86,6.8,48.4,23.6,39.7,21.3,13,10,7,12,2,1,1,1,4,2,2,1,26.2,52.1,49.3,52.5,1,1,Clear,Average,Night,2.7,4.0,7.35,6.8,1,2,5.7,6,8,10.2,20.2,,0.41,0.33,Home_Win,3,0
ISL00498,2019-20,2020-01-21,Odisha FC,Kerala Blasters,Bhubaneswar,4-4-2,4-3-3,47.0,53.0,8,9,4,2,1,3,1,1,2,5,1,5,0,0,7.47,7.61,6.91,7.12,45.6,26.2,53.2,35.5,11,8,5,15,4,0,1,2,4,1,4,2,20.6,26.9,21.3,54.4,0,1,Clear,Average,Day,6.6,6.1,5.97,7.33,1,2,1.5,3,10,22.6,14.6,Away,0.36,0.5,Home_Win,3,0
ISL00499,2019-20,2020-01-23,Mumbai City FC,Hyderabad FC,Mumbai,5-3-2,5-3-2,44.6,55.4,3,13,0,6,0,0,5,1,5,2,1,1,0,0,6.05,6.9,6.56,6.66,55.2,33.5,30.9,21.4,8,14,6,13,0,0,2,1,1,0,2,1,39.2,33.0,16.1,43.3,2,1,Clear,Good,Day,6.9,7.3,6.79,6.7,2,1,2.1,10,6,9.2,13.4,,0.38,0.48,Away_Win,0,3
ISL00500,2019-20,2020-01-24,Punjab FC,East Bengal FC,Mohali,3-4-3,4-3-3,60.5,39.5,4,3,0,0,0,0,0,0,9,5,2,5,0,0,5.94,7.37,7.13,6.93,52.5,28.1,42.7,24.1,13,5,12,17,0,3,1,2,1,3,1,3,54.9,48.6,45.3,48.7,1,1,Clear,Good,Day,3.6,7.9,7.95,8.72,2,2,3.1,5,9,29.2,21.5,,0.34,0.45,Draw,1,1
ISL00501,2019-20,2020-01-24,Bengaluru FC,ATK Mohun Bagan,Bengaluru,4-3-3,4-2-3-1,54.4,45.6,12,3,4,0,4,0,0,0,8,6,1,3,0,0,6.41,7.05,6.98,5.94,25.7,17.8,55.9,29.5,3,8,12,20,1,0,4,1,2,1,6,1,22.8,24.2,17.8,41.8,1,1,Rainy,Good,Night,9.8,3.8,6.2,6.16,1,2,4.1,1,6,25.1,16.9,,0.48,0.42,Home_Win,3,0
ISL00502,2019-20,2020-01-25,Punjab FC,Chennaiyin FC,Mohali,4-3-3,3-5-2,35.9,64.1,4,5,2,1,1,1,1,0,12,5,2,0,0,0,6.72,6.87,6.79,7.72,69.6,39.8,53.1,31.9,2,16,3,12,0,1,2,1,0,2,3,1,48.3,20.2,49.3,25.8,1,2,Humid,Average,Night,3.8,5.1,5.52,5.89,0,3,9.8,5,4,22.1,14.3,Home,0.32,0.34,Home_Win,3,0
ISL00503,2019-20,2020-01-26,Chennaiyin FC,Mumbai City FC,Chennai,4-4-2,3-5-2,40.9,59.1,1,5,1,1,1,0,1,0,2,4,1,0,0,0,6.29,6.51,6.52,7.6,42.6,24.3,53.6,29.6,13,11,11,20,1,1,3,0,1,1,5,0,43.5,30.2,40.1,34.8,0,1,Overcast,Good,Day,9.4,4.3,5.72,8.04,1,2,2.3,4,7,28.5,13.6,,0.31,0.36,Draw,1,1
ISL00504,2019-20,2020-01-27,Mumbai City FC,Chennaiyin FC,Mumbai,3-4-3,5-3-2,58.7,41.3,5,3,3,2,1,2,1,1,6,9,1,0,0,0,7.51,7.46,6.84,5.31,50.1,33.9,40.3,27.1,7,7,7,10,1,1,1,0,2,1,1,1,46.0,25.0,41.7,27.8,1,1,Clear,Good,Night,8.4,10.0,6.7,8.09,2,1,8.9,5,4,29.9,13.6,,0.45,0.35,Home_Win,3,0
ISL00505,2019-20,2020-01-27,Jamshedpur FC,NorthEast United FC,Jamshedpur,4-4-2,4-2-3-1,40.8,59.2,9,6,1,0,1,0,0,0,7,2,1,5,0,1,6.64,7.25,7.46,6.73,42.7,19.4,33.6,17.5,12,17,7,13,3,2,0,1,3,2,0,2,52.3,27.4,34.9,38.5,3,1,Humid,Good,Night,2.2,4.7,7.27,6.74,3,2,9.2,10,10,6.3,7.1,,0.44,0.34,Home_Win,3,0
ISL00506,2019-20,2020-01-30,Chennaiyin FC,Mumbai City FC,Chennai,5-3-2,3-4-3,50.1,49.9,6,1,2,1,2,0,1,0,8,2,0,2,0,0,6.84,7.18,6.84,6.44,43.2,28.8,48.2,23.2,7,14,8,16,5,0,2,1,5,0,3,1,32.0,41.8,32.9,42.8,2,0,Clear,Poor,Night,1.7,9.8,7.12,6.63,1,2,9.6,4,5,17.4,25.9,,0.41,0.32,Home_Win,3,0
ISL00507,2019-20,2020-02-01,Jamshedpur FC,ATK Mohun Bagan,Jamshedpur,4-4-2,4-4-2,41.9,58.1,8,4,0,0,0,0,0,0,9,5,1,2,0,0,6.62,8.1,7.18,6.51,64.4,31.1,45.0,20.4,7,8,9,11,1,0,1,1,1,2,2,1,39.3,18.8,27.9,28.3,2,0,Humid,Good,Night,9.4,7.4,5.64,5.64,3,1,9.1,10,6,9.4,18.4,,0.44,0.38,Draw,1,1
ISL00508,2019-20,2020-02-01,NorthEast United FC,Odisha FC,Guwahati,4-3-3,4-3-3,43.5,56.5,8,5,4,0,3,1,0,0,6,5,2,0,0,0,6.36,7.03,7.04,6.7,54.5,29.7,57.6,28.4,7,22,10,14,1,1,1,4,1,2,2,5,20.2,28.9,16.0,48.9,1,1,Clear,Good,Night,6.4,4.7,6.68,6.89,3,1,6.2,10,6,22.6,15.3,,0.45,0.33,Home_Win,3,0
ISL00509,2019-20,2020-02-03,Punjab FC,East Bengal FC,Mohali,4-2-3-1,4-3-3,56.1,43.9,9,4,4,0,2,2,0,0,2,6,3,3,0,0,6.05,7.06,6.89,7.11,59.0,33.8,44.4,21.0,10,9,8,17,2,1,0,1,2,1,0,2,47.9,48.6,48.5,17.2,2,3,Rainy,Good,Night,7.9,9.5,7.51,7.03,1,2,8.8,7,7,21.3,25.0,,0.48,0.45,Home_Win,3,0
ISL00510,2019-20,2020-02-06,Punjab FC,NorthEast United FC,Mohali,3-5-2,4-4-2,53.5,46.5,7,7,1,2,1,0,1,1,2,5,1,1,0,0,6.35,7.19,6.73,6.42,30.6,17.4,41.0,27.8,5,17,13,12,2,2,1,1,3,4,1,1,23.2,19.3,36.8,52.6,3,0,Rainy,Average,Night,5.2,7.3,5.42,6.05,1,0,1.2,7,10,6.5,8.0,,0.37,0.32,Away_Win,0,3
ISL00511,2019-20,2020-02-08,East Bengal FC,ATK Mohun Bagan,Kolkata,4-3-3,4-3-3,47.1,52.9,10,5,2,0,1,1,0,0,6,2,2,4,0,0,7.02,7.13,6.23,5.74,35.8,16.5,29.8,18.5,7,10,7,9,1,0,1,0,2,1,1,1,29.9,31.1,30.8,52.9,1,1,Clear,Good,Night,3.8,4.2,5.55,6.3,2,1,2.0,7,4,12.5,25.5,Both,0.33,0.45,Home_Win,3,0
ISL00512,2019-20,2020-02-10,Mumbai City FC,Hyderabad FC,Mumbai,3-5-2,3-5-2,52.8,47.2,7,6,2,0,1,1,0,0,4,6,6,2,0,0,6.15,7.61,7.21,7.36,31.7,16.8,37.2,22.1,8,11,11,11,4,3,1,2,4,3,2,3,47.6,17.4,28.5,30.5,0,2,Rainy,Good,Night,2.8,6.6,7.34,7.21,2,1,9.6,4,9,20.7,6.2,,0.5,0.33,Home_Win,3,0
ISL00513,2019-20,2020-02-10,Hyderabad FC,ATK Mohun Bagan,Hyderabad,3-5-2,4-3-3,49.3,50.7,4,6,0,2,0,0,2,0,3,4,0,1,0,0,8.1,7.05,7.67,7.31,51.7,27.9,34.1,23.4,6,17,4,5,3,1,3,4,5,1,5,4,38.1,18.3,50.4,15.9,2,1,Rainy,Good,Night,2.8,6.9,5.07,7.27,1,2,9.1,9,1,29.2,10.4,,0.45,0.49,Away_Win,0,3
ISL00514,2019-20,2020-02-11,Chennaiyin FC,FC Goa,Chennai,4-3-3,4-2-3-1,45.7,54.3,3,4,1,3,1,0,2,1,6,3,8,2,0,0,6.91,6.45,5.92,6.33,44.1,30.4,25.6,15.5,3,18,9,13,1,1,3,0,1,7,4,1,33.0,36.7,38.3,22.7,4,0,Rainy,Average,Day,9.0,7.0,9.34,7.36,1,3,9.4,7,7,13.6,9.6,,0.49,0.39,Away_Win,0,3
ISL00515,2019-20,2020-02-13,Hyderabad FC,Kerala Blasters,Hyderabad,3-4-3,5-3-2,61.6,38.4,4,11,2,0,1,1,0,0,8,1,0,3,0,0,8.04,6.47,6.87,7.89,42.0,28.5,38.2,23.9,11,17,7,14,3,2,1,1,5,2,1,1,53.5,21.2,31.8,44.5,2,0,Humid,Good,Night,8.7,8.3,4.76,6.74,1,4,7.8,6,9,17.0,23.4,,0.48,0.48,Home_Win,3,0
ISL00516,2019-20,2020-02-15,Odisha FC,ATK Mohun Bagan,Bhubaneswar,4-3-3,5-3-2,51.1,48.9,3,9,1,0,1,0,0,0,4,3,2,1,0,0,6.49,6.49,7.47,7.01,58.8,35.0,41.0,20.1,12,13,10,14,0,3,2,1,0,3,2,2,22.5,35.4,37.3,22.3,0,1,Rainy,Good,Day,7.5,0.5,6.22,7.8,0,3,9.6,6,4,15.4,29.2,,0.43,0.38,Home_Win,3,0
ISL00517,2019-20,2020-02-19,Punjab FC,ATK Mohun Bagan,Mohali,3-5-2,4-4-2,49.2,50.8,5,1,3,0,1,2,0,0,4,6,3,4,0,0,6.63,6.59,7.02,7.23,26.1,17.8,14.9,7.8,13,14,10,10,0,1,1,0,0,2,1,2,36.4,51.8,28.7,54.5,1,4,Overcast,Good,Day,4.1,3.5,6.62,8.78,2,3,8.4,7,4,15.4,22.9,Away,0.48,0.48,Home_Win,3,0
ISL00518,2019-20,2020-02-20,Punjab FC,Chennaiyin FC,Mohali,4-4-2,4-3-3,38.6,61.4,9,3,2,2,1,1,2,0,8,7,2,2,0,0,6.58,6.3,6.34,7.18,34.5,23.0,60.4,36.5,12,7,7,11,1,1,2,0,3,2,2,1,16.3,47.2,41.6,17.9,1,2,Humid,Good,Night,9.9,0.2,5.75,7.81,1,2,2.7,10,4,22.5,26.4,,0.49,0.39,Draw,1,1
ISL00519,2019-20,2020-02-21,ATK Mohun Bagan,Bengaluru FC,Kolkata,3-4-3,3-5-2,48.7,51.3,5,4,1,1,0,1,0,1,2,5,4,1,0,0,7.26,7.01,6.92,7.42,39.8,21.6,43.0,28.3,7,20,12,12,0,0,0,2,0,1,1,2,24.5,17.4,31.8,21.7,0,0,Clear,Good,Night,2.6,7.6,7.29,3.38,2,2,6.3,4,4,27.3,7.3,,0.44,0.49,Draw,1,1
ISL00520,2019-20,2020-02-25,Kerala Blasters,Jamshedpur FC,Kochi,4-2-3-1,3-4-3,61.8,38.2,5,2,1,2,1,0,2,0,9,3,6,5,0,0,7.24,6.72,7.06,7.86,28.3,13.6,32.7,17.0,5,13,6,17,1,2,3,0,3,2,3,0,35.6,51.9,16.9,15.3,0,1,Rainy,Average,Night,1.7,8.3,6.99,8.78,2,2,5.3,9,11,19.2,20.0,,0.49,0.34,Away_Win,0,3
ISL00521,2019-20,2020-02-25,Punjab FC,Mumbai City FC,Mohali,5-3-2,4-4-2,47.6,52.4,6,6,2,0,0,2,0,0,2,5,4,2,0,0,4.96,7.62,6.23,7.51,39.6,23.8,39.5,22.3,14,9,8,6,1,0,2,0,1,1,2,0,35.0,51.0,53.7,19.9,2,4,Humid,Good,Night,9.1,8.5,5.67,6.85,1,1,2.9,10,7,27.8,23.1,,0.36,0.37,Home_Win,3,0
ISL00522,2019-20,2020-02-26,Odisha FC,Mumbai City FC,Bhubaneswar,5-3-2,5-3-2,65.2,34.8,14,8,4,3,4,0,2,1,2,5,4,1,0,0,6.54,7.35,6.79,7.21,39.7,21.1,60.6,31.5,8,14,9,9,1,0,1,2,1,0,1,2,38.7,28.1,41.6,50.4,2,1,Clear,Good,Night,0.3,2.2,6.78,9.03,0,3,3.0,8,7,7.8,21.1,,0.5,0.42,Home_Win,3,0
ISL00523,2019-20,2020-02-28,Bengaluru FC,Kerala Blasters,Bengaluru,3-5-2,3-5-2,48.9,51.1,4,5,1,1,0,1,1,0,3,1,1,2,0,0,6.24,7.91,6.74,6.57,50.5,22.8,36.1,18.9,8,11,10,15,2,1,3,0,2,1,3,1,46.2,41.6,52.5,37.2,0,0,Rainy,Good,Night,7.3,2.4,5.86,6.86,3,2,3.9,5,6,15.3,22.7,Away,0.4,0.3,Draw,1,1
ISL00524,2019-20,2020-02-28,Odisha FC,NorthEast United FC,Bhubaneswar,3-5-2,4-2-3-1,43.6,56.4,4,4,0,3,0,0,1,2,2,5,3,6,0,0,5.81,7.94,6.27,7.98,59.9,41.6,51.5,30.6,10,10,8,17,2,2,0,3,2,2,0,4,46.9,53.2,38.3,38.7,1,0,Rainy,Average,Night,7.8,7.6,8.46,7.69,0,4,6.3,10,10,17.0,5.4,,0.38,0.43,Away_Win,0,3
ISL00525,2019-20,2020-02-29,Kerala Blasters,Bengaluru FC,Kochi,5-3-2,4-4-2,45.1,54.9,6,7,2,2,2,0,2,0,5,4,1,2,0,0,7.59,7.08,5.93,8.49,31.3,21.7,37.9,25.8,6,11,9,17,2,0,2,1,3,1,3,1,32.8,31.7,18.8,42.3,0,1,Humid,Good,Day,2.9,7.6,8.57,7.01,1,3,1.8,4,6,29.0,10.4,,0.34,0.48,Draw,1,1
ISL00526,2019-20,2020-03-01,Hyderabad FC,Punjab FC,Hyderabad,3-5-2,4-2-3-1,55.3,44.7,6,3,1,0,1,0,0,0,5,6,2,3,0,1,8.42,7.73,7.6,7.04,56.3,32.9,48.0,33.3,6,14,17,15,1,2,3,0,3,4,4,2,17.0,32.5,39.4,35.1,1,0,Clear,Poor,Day,6.6,2.5,9.43,6.3,3,1,5.3,9,10,20.0,5.7,,0.5,0.44,Home_Win,3,0
ISL00527,2019-20,2020-03-05,Kerala Blasters,Hyderabad FC,Kochi,3-5-2,4-2-3-1,55.3,44.7,6,2,2,1,1,1,0,1,5,6,2,3,0,0,7.47,6.71,6.7,5.96,57.1,34.5,61.1,36.1,7,15,6,15,1,3,1,1,2,5,1,3,28.1,47.7,38.5,47.8,2,0,Rainy,Average,Day,4.6,9.5,5.72,6.31,3,2,4.5,2,9,28.2,8.1,Away,0.35,0.35,Home_Win,3,0
ISL00528,2019-20,2020-03-06,Mumbai City FC,Bengaluru FC,Mumbai,3-4-3,3-5-2,53.9,46.1,8,7,3,2,0,3,2,0,4,2,2,0,0,0,7.04,7.67,6.99,6.49,52.5,32.4,35.6,16.2,8,12,6,11,3,0,3,1,3,1,3,1,17.4,19.9,34.1,47.1,1,0,Clear,Good,Night,9.8,9.0,7.25,7.22,3,1,7.2,6,6,21.4,7.7,,0.48,0.48,Home_Win,3,0
ISL00529,2019-20,2020-03-10,NorthEast United FC,Bengaluru FC,Guwahati,4-4-2,3-4-3,51.8,48.2,7,2,2,1,2,0,1,0,9,4,1,1,0,0,6.96,6.67,6.55,6.93,46.3,31.6,44.5,23.1,5,16,6,16,5,0,1,2,6,1,2,2,42.3,37.7,39.8,50.5,0,2,Humid,Poor,Night,4.6,2.6,5.65,8.93,3,1,4.3,10,6,17.6,26.0,Both,0.33,0.41,Home_Win,3,0
ISL00530,2019-20,2020-03-12,Odisha FC,Jamshedpur FC,Bhubaneswar,4-4-2,3-4-3,42.7,57.3,9,2,3,1,2,1,1,0,3,5,4,6,0,0,7.15,7.59,7.0,6.59,39.0,22.1,48.9,30.0,6,10,14,14,5,1,2,1,6,1,2,3,50.8,48.6,45.3,51.5,0,3,Rainy,Good,Night,5.7,3.9,6.14,5.44,1,2,9.4,9,13,23.6,8.3,,0.4,0.36,Home_Win,3,0
ISL00531,2019-20,2020-03-12,Bengaluru FC,ATK Mohun Bagan,Bengaluru,4-2-3-1,4-2-3-1,62.6,37.4,10,4,5,0,3,2,0,0,4,4,3,4,0,0,7.71,7.46,7.11,7.52,56.8,33.8,60.6,41.3,14,10,5,13,0,2,0,2,1,2,0,2,41.6,30.3,25.6,18.2,1,3,Humid,Average,Night,0.2,7.2,6.72,7.9,1,2,7.9,3,4,15.8,29.8,,0.45,0.42,Home_Win,3,0
ISL00532,2019-20,2020-03-14,Mumbai City FC,Bengaluru FC,Mumbai,4-4-2,4-4-2,49.2,50.8,5,6,3,1,1,2,1,0,5,7,2,2,0,0,7.3,7.92,7.75,8.18,29.0,14.7,36.5,17.8,7,16,10,13,2,2,1,0,3,4,2,0,19.8,21.1,33.6,48.7,2,1,Clear,Average,Day,2.5,6.5,5.32,6.73,3,1,4.0,6,5,27.8,8.4,Away,0.44,0.44,Home_Win,3,0
ISL00533,2019-20,2020-03-17,Kerala Blasters,Bengaluru FC,Kochi,4-3-3,4-2-3-1,48.4,51.6,3,5,1,1,0,1,0,1,4,4,1,3,0,0,6.02,6.48,6.67,7.31,34.3,17.5,48.5,31.9,8,8,8,6,0,2,0,2,1,2,0,3,48.8,45.0,38.3,50.4,0,0,Rainy,Good,Night,0.5,5.3,7.16,5.4,1,2,8.2,5,4,22.2,29.6,,0.33,0.31,Draw,1,1
ISL00534,2019-20,2020-03-20,East Bengal FC,Mumbai City FC,Kolkata,5-3-2,5-3-2,60.3,39.7,8,3,2,0,2,0,0,0,3,3,1,1,0,0,6.98,7.74,6.87,6.72,55.3,32.1,28.1,18.8,12,15,8,10,4,3,1,1,5,3,1,5,52.4,16.4,15.6,24.7,2,3,Rainy,Good,Night,6.9,5.5,6.33,7.23,1,4,3.6,7,9,16.0,9.7,Away,0.33,0.34,Home_Win,3,0
ISL00535,2019-20,2020-03-22,Mumbai City FC,ATK Mohun Bagan,Mumbai,4-4-2,4-3-3,62.8,37.2,6,2,3,2,0,3,1,1,6,6,3,1,0,0,7.96,6.83,5.97,7.3,39.2,19.9,59.1,27.9,5,12,7,11,0,0,1,3,1,0,1,6,43.2,15.6,15.2,15.3,2,0,Overcast,Good,Night,5.9,9.5,6.06,6.19,4,1,5.9,6,4,27.7,5.2,Home,0.33,0.46,Home_Win,3,0
ISL00536,2019-20,2020-03-22,Mumbai City FC,NorthEast United FC,Mumbai,4-4-2,4-4-2,50.8,49.2,8,4,1,3,1,0,2,1,7,3,3,5,0,0,6.97,6.7,7.45,6.84,37.4,17.1,51.3,34.7,6,15,7,10,1,2,3,0,1,6,3,0,52.5,40.4,31.7,17.6,1,2,Overcast,Good,Night,6.6,1.9,5.15,6.02,1,3,4.3,9,12,16.4,26.6,,0.33,0.31,Away_Win,0,3
