Match_ID,Season,Match_Date,Home_Team,Away_Team,Venue_City,Home_Formation,Away_Formation,Home_Indian_Player_Rating_Avg,Home_Foreign_Player_Rating_Avg,Away_Indian_Player_Rating_Avg,Away_Foreign_Player_Rating_Avg,Home_Squad_Market_Value_Cr,Home_Foreign_Player_Market_Value_Cr,Away_Squad_Market_Value_Cr,Away_Foreign_Player_Market_Value_Cr,Home_Foreign_Clearances_Tackles,Home_Indian_Clearances_Tackles,Away_Foreign_Clearances_Tackles,Away_Indian_Clearances_Tackles,Home_Foreign_Big_Chances_Created,Home_Indian_Big_Chances_Created,Away_Foreign_Big_Chances_Created,Away_Indian_Big_Chances_Created,Home_Foreign_Big_Chances_Missed,Home_Indian_Big_Chances_Missed,Away_Foreign_Big_Chances_Missed,Away_Indian_Big_Chances_Missed,Home_Foreign_Interception_Rate,Home_Indian_Interception_Rate,Away_Foreign_Interception_Rate,Away_Indian_Interception_Rate,Home_Injury_Count,Away_Injury_Count,Weather_Condition,Pitch_Condition,Match_Condition,Home_Fatigue_Index,Away_Fatigue_Index,Home_Team_Chemistry_Score,Away_Team_Chemistry_Score,H2H_Home_Wins_Last5,H2H_Away_Wins_Last5,Referee_Strictness_Index,Home_Recent_Form_Pts,Away_Recent_Form_Pts,Home_Set_Piece_Conversion_Pct,Away_Set_Piece_Conversion_Pct,Key_Player_Missing_Side,Home_Foreign_Player_Ratio,Away_Foreign_Player_Ratio,Market_Value_Difference,Market_Value_Ratio,Foreign_Market_Value_Difference,Indian_Market_Value_Difference,Indian_Rating_Difference,Foreign_Rating_Difference,Overall_Rating_Difference,Fatigue_Difference,Chemistry_Difference,Form_Difference,H2H_Wins_Difference,Set_Piece_Conversion_Diff,Foreign_Player_Ratio_Diff,Injury_Count_Diff,Clearance_Tackle_Foreign_Diff,Clearance_Tackle_Indian_Diff,Big_Chance_Created_Foreign_Diff,Big_Chance_Created_Indian_Diff,Big_Chance_Missed_Foreign_Diff,Big_Chance_Missed_Indian_Diff,Interception_Rate_Foreign_Diff,Interception_Rate_Indian_Diff,Home_Historical_Win_Rate,Away_Historical_Win_Rate,Historical_Win_Rate_Diff,Home_Venue_Win_Rate,Away_Venue_Win_Rate,Home_Rolling_Goal_Diff,Away_Rolling_Goal_Diff,Rolling_Goal_Diff_Differential,H2H_Prior_Home_Win_Rate,H2H_Prior_Draw_Rate,H2H_Prior_Away_Win_Rate,Home_Days_Rest,Away_Days_Rest,Days_Rest_Diff,Match_Result
ISL00572,2020-21,2020-11-06,Punjab FC,ATK Mohun Bagan,Mohali,5-3-2,5-3-2,6.92,8.68,5.45,7.02,53.5,25.7,33.2,23.2,5,11,9,10,2,2,1,2,3,2,1,2,42.8,42.5,27.7,38.0,1,0,Humid,Average,Night,10.0,2.7,6.84,7.52,2,3,8.4,8,4,6.6,7.6,,0.32,0.31,20.299999999999997,1.61144529775744,2.5,17.799999999999997,1.4699999999999998,1.6600000000000001,1.5650000000000004,7.3,-0.6799999999999997,4,-1,-1.0,0.010000000000000009,1,-4,1,1,0,2,0,15.099999999999998,4.5,0.3218,0.3404,-0.018600000000000005,0.3137,0.3091,0.5,-1.1,1.6,0.375,0.0,0.625,18,4,14,Draw
ISL00573,2020-21,2020-11-07,Hyderabad FC,Bengaluru FC,Hyderabad,4-3-3,4-3-3,6.8,7.89,7.04,7.42,43.0,27.7,54.5,28.9,7,13,9,9,1,1,1,2,1,3,1,2,34.6,51.5,49.6,28.0,1,0,Humid,Good,Day,5.3,1.3,7.36,7.72,1,2,3.7,7,4,17.2,14.6,,0.43,0.34,-11.5,0.788990680919141,-1.1999999999999993,-10.3,-0.2400000000000002,0.46999999999999975,0.11499999999999932,4.0,-0.35999999999999943,3,-1,2.5999999999999996,0.08999999999999997,1,-2,4,0,-1,0,1,-15.0,23.5,0.3263,0.3407,-0.014400000000000024,0.4146,0.2917,-0.7,-0.1,-0.6,0.1111,0.3333,0.5556,1,12,-11,Away_Win
ISL00574,2020-21,2020-11-10,Odisha FC,Mumbai City FC,Bhubaneswar,3-4-3,4-2-3-1,6.91,7.01,6.8,7.07,42.5,22.1,51.2,34.3,6,16,5,12,0,1,3,0,1,1,3,0,47.9,26.5,43.0,33.7,1,1,Humid,Average,Night,2.6,8.1,7.53,6.86,1,3,7.3,8,5,24.5,21.6,Both,0.43,0.43,-8.700000000000003,0.8300779628753978,-12.199999999999996,3.499999999999993,0.11000000000000032,-0.0600000000000005,0.024999999999999467,-5.5,0.6699999999999999,3,-2,2.8999999999999986,0.0,0,1,4,-3,1,-2,1,4.899999999999999,-7.200000000000003,0.2929,0.3838,-0.09089999999999998,0.3725,0.3529,-0.1,-0.1,0.0,0.25,0.25,0.5,4,21,-17,Away_Win
ISL00575,2020-21,2020-11-12,East Bengal FC,Bengaluru FC,Kolkata,5-3-2,3-5-2,7.62,7.76,5.83,6.63,60.6,41.7,36.2,16.3,10,10,10,14,4,0,1,1,4,1,1,3,26.2,27.6,41.1,27.6,1,1,Rainy,Good,Night,6.3,5.7,6.93,6.65,1,1,6.6,7,6,27.0,24.2,Away,0.5,0.33,24.4,1.6740326867313018,25.400000000000002,-1.0000000000000036,1.79,1.13,1.459999999999999,0.5999999999999996,0.27999999999999936,1,0,2.8000000000000007,0.16999999999999998,0,0,-4,3,-1,3,-2,-14.900000000000002,0.0,0.3663,0.3478,0.018500000000000016,0.4259,0.3061,0.3,0.1,0.19999999999999998,0.1667,0.6667,0.1667,17,5,12,Home_Win
ISL00576,2020-21,2020-11-14,Mumbai City FC,Punjab FC,Mumbai,4-2-3-1,5-3-2,6.34,8.11,7.19,6.78,58.0,32.0,43.2,26.8,7,8,8,17,3,1,3,2,5,1,4,2,32.8,21.0,25.7,29.5,0,2,Overcast,Good,Night,9.4,5.6,8.63,7.02,1,1,2.8,8,8,12.4,22.2,,0.39,0.43,14.799999999999997,1.342592281807342,5.199999999999999,9.599999999999998,-0.8500000000000005,1.3299999999999992,0.23999999999999932,3.8000000000000007,1.6100000000000012,0,0,-9.799999999999999,-0.03999999999999998,-2,-1,-9,0,-1,1,-1,7.099999999999998,-8.5,0.39,0.3182,0.07180000000000003,0.4167,0.3333,0.0,0.6,-0.6,0.1667,0.5,0.3333,4,8,-4,Away_Win
ISL00577,2020-21,2020-11-14,Chennaiyin FC,Jamshedpur FC,Chennai,4-2-3-1,4-4-2,6.36,7.21,6.48,6.58,56.7,27.7,32.5,21.8,12,18,4,15,1,2,1,0,2,2,2,1,53.8,34.1,32.4,46.4,0,2,Overcast,Average,Night,1.1,5.7,7.35,7.63,0,3,2.9,4,5,7.9,18.6,,0.47,0.44,24.200000000000003,1.7446148478108159,5.899999999999999,18.300000000000004,-0.1200000000000001,0.6299999999999999,0.2549999999999999,-4.6,-0.28000000000000025,-1,-3,-10.700000000000001,0.02999999999999997,-2,8,3,0,2,0,1,21.4,-12.299999999999997,0.3103,0.4423,-0.132,0.3636,0.3265,-0.3,0.4,-0.7,0.1429,0.2857,0.5714,11,8,3,Away_Win
ISL00578,2020-21,2020-11-14,Bengaluru FC,Punjab FC,Bengaluru,5-3-2,5-3-2,6.88,7.41,6.71,6.71,51.1,32.0,52.1,27.1,14,13,8,15,2,1,2,2,3,1,3,2,25.3,47.0,39.6,28.8,0,1,Clear,Average,Day,8.2,7.9,8.51,6.68,2,0,4.7,5,11,16.7,20.7,Away,0.5,0.42,-1.0,0.9808059537800472,4.899999999999999,-5.899999999999999,0.16999999999999993,0.7000000000000002,0.4349999999999996,0.29999999999999893,1.83,-6,2,-4.0,0.08000000000000002,-1,6,-2,0,-1,0,-1,-14.3,18.2,0.3441,0.3258,0.01830000000000004,0.3953,0.3514,0.1,0.4,-0.30000000000000004,0.375,0.625,0.0,2,1,1,Home_Win
ISL00579,2020-21,2020-11-15,FC Goa,Mumbai City FC,Goa,3-5-2,5-3-2,7.17,7.4,6.08,6.82,58.1,36.8,33.2,22.0,7,16,10,7,7,1,0,2,8,1,0,3,32.9,21.2,52.8,19.7,0,1,Rainy,Good,Night,2.0,2.3,6.79,6.29,0,2,5.5,6,7,28.2,5.6,Away,0.43,0.47,24.9,1.7499994728917247,14.799999999999997,10.100000000000001,1.0899999999999999,0.5800000000000001,0.835,-0.2999999999999998,0.5,-1,-2,22.6,-0.03999999999999998,-1,-3,9,7,-1,8,-2,-19.9,1.5,0.4235,0.3861,0.03739999999999999,0.4255,0.3654,0.2,-0.3,0.5,0.0,0.6,0.4,12,1,11,Home_Win
ISL00580,2020-21,2020-11-15,Chennaiyin FC,Odisha FC,Chennai,3-4-3,4-2-3-1,6.58,6.86,6.2,7.65,41.0,27.5,42.3,25.4,9,15,9,9,1,1,3,1,1,5,3,1,41.0,36.3,21.3,28.1,0,0,Overcast,Good,Night,9.4,8.1,5.41,9.49,0,2,7.7,3,8,13.5,24.0,,0.4,0.43,-1.2999999999999972,0.9692669103387919,2.1000000000000014,-3.3999999999999986,0.3799999999999999,-0.79,-0.20500000000000007,1.3000000000000007,-4.08,-5,-2,-10.5,-0.02999999999999997,0,0,6,-2,0,-2,4,19.7,8.199999999999996,0.3068,0.29,0.016800000000000037,0.3556,0.2083,-0.4,0.0,-0.4,0.3333,0.3333,0.3333,1,5,-4,Home_Win
ISL00581,2020-21,2020-11-16,Chennaiyin FC,Odisha FC,Chennai,4-3-3,5-3-2,6.13,7.11,6.88,7.56,32.2,15.5,20.5,10.9,7,7,7,21,0,1,0,1,0,3,0,1,50.9,38.5,54.3,30.1,0,3,Overcast,Average,Night,1.0,1.6,7.21,4.68,1,1,1.4,6,5,16.4,23.7,,0.48,0.42,11.700000000000003,1.5707309411068582,4.6,7.100000000000003,-0.75,-0.4499999999999993,-0.5999999999999996,-0.6000000000000001,2.5300000000000002,1,0,-7.300000000000001,0.06,-3,0,-14,0,0,0,2,-3.3999999999999986,8.399999999999999,0.3146,0.2871,0.02749999999999997,0.3696,0.2041,0.2,-0.7,0.8999999999999999,0.4,0.3,0.3,1,1,0,Draw
ISL00582,2020-21,2020-11-18,NorthEast United FC,Kerala Blasters,Guwahati,4-4-2,3-4-3,7.06,6.87,5.69,8.0,36.8,23.8,49.3,22.7,8,17,12,14,1,0,1,0,1,0,3,0,41.3,41.4,33.7,16.4,2,2,Overcast,Good,Night,1.7,7.5,4.7,7.97,2,2,6.8,6,9,19.1,6.8,Away,0.45,0.44,-12.5,0.7464501528498675,1.1000000000000014,-13.600000000000001,1.3699999999999992,-1.13,0.11999999999999922,-5.8,-3.2699999999999996,-3,0,12.3,0.010000000000000009,0,-4,3,0,0,-2,0,7.599999999999994,25.0,0.402,0.3469,0.05510000000000004,0.383,0.2553,0.3,0.2,0.09999999999999998,0.4,0.3,0.3,14,12,2,Draw
ISL00583,2020-21,2020-11-21,NorthEast United FC,ATK Mohun Bagan,Guwahati,3-5-2,3-5-2,6.89,7.15,5.88,6.22,43.9,29.2,49.0,30.2,4,13,9,20,2,2,0,1,2,2,1,1,40.4,49.5,33.3,33.1,0,2,Rainy,Poor,Night,5.0,4.0,7.84,6.36,4,0,9.9,7,2,23.1,12.5,,0.42,0.35,-5.100000000000001,0.8959181845064929,-1.0,-4.100000000000001,1.0099999999999998,0.9300000000000006,0.9699999999999998,1.0,1.4799999999999995,5,4,10.600000000000001,0.07,-2,-5,-7,2,1,1,1,7.100000000000001,16.4,0.3981,0.3368,0.06130000000000002,0.375,0.3036,0.2,-0.6,0.8,0.5556,0.3333,0.1111,3,15,-12,Home_Win
ISL00584,2020-21,2020-11-23,Hyderabad FC,East Bengal FC,Hyderabad,4-4-2,4-3-3,6.86,7.71,6.77,7.51,49.8,26.2,41.5,22.6,14,25,10,9,0,1,2,0,0,1,5,0,17.8,44.6,26.4,27.3,2,0,Humid,Good,Night,5.4,7.6,7.13,5.82,2,2,5.6,7,7,13.4,13.8,,0.43,0.48,8.299999999999997,1.199999710843443,3.599999999999998,4.699999999999999,0.09000000000000075,0.20000000000000018,0.14500000000000046,-2.1999999999999993,1.3099999999999996,0,0,-0.40000000000000036,-0.04999999999999999,2,4,16,-2,1,-5,1,-8.599999999999998,17.3,0.3229,0.3725,-0.04959999999999998,0.4048,0.2979,-0.7,0.3,-1.0,0.4286,0.1429,0.4286,16,11,5,Home_Win
ISL00585,2020-21,2020-11-26,Punjab FC,Hyderabad FC,Mohali,3-5-2,3-5-2,6.91,7.76,6.49,7.51,44.6,25.1,59.3,34.7,13,19,6,16,2,2,0,0,2,4,1,1,26.3,28.8,30.4,40.1,1,0,Overcast,Poor,Night,9.3,1.8,5.46,6.7,0,4,3.0,10,9,10.5,8.0,,0.43,0.45,-14.699999999999996,0.752107798970017,-9.600000000000001,-5.099999999999994,0.41999999999999993,0.25,0.33499999999999996,7.500000000000001,-1.2400000000000002,1,-4,2.5,-0.020000000000000018,1,7,3,2,2,1,3,-4.099999999999998,-11.3,0.3222,0.3299,-0.00770000000000004,0.3077,0.2593,0.3,-0.4,0.7,0.3,0.3,0.4,12,3,9,Home_Win
ISL00586,2020-21,2020-11-26,Mumbai City FC,Kerala Blasters,Mumbai,4-2-3-1,4-3-3,6.5,6.26,7.03,7.56,27.8,16.8,55.6,27.8,6,10,10,10,0,0,1,1,0,0,3,1,48.7,27.1,42.9,40.7,1,1,Overcast,Good,Night,1.5,6.6,8.06,8.95,2,3,3.3,7,9,13.1,27.4,Home,0.38,0.42,-27.8,0.4999999100719586,-11.0,-16.8,-0.5300000000000002,-1.2999999999999998,-0.915,-5.1,-0.8899999999999988,-2,-1,-14.299999999999999,-0.03999999999999998,0,-4,0,-1,-1,-3,-1,5.800000000000004,-13.600000000000001,0.3824,0.3434,0.039000000000000035,0.4082,0.25,-0.2,0.4,-0.6000000000000001,0.3333,0.0,0.6667,11,8,3,Draw
ISL00587,2020-21,2020-11-27,Jamshedpur FC,NorthEast United FC,Jamshedpur,4-4-2,5-3-2,5.83,6.84,7.97,6.56,39.7,20.3,63.6,28.9,7,14,6,12,0,0,2,2,1,0,2,4,18.7,53.5,20.3,35.7,2,0,Humid,Average,Night,4.2,3.6,6.07,5.94,3,1,9.2,5,9,5.7,16.0,,0.5,0.43,-23.9,0.6242137383311732,-8.599999999999998,-15.3,-2.1399999999999997,0.28000000000000025,-0.9299999999999997,0.6000000000000001,0.1299999999999999,-4,2,-10.3,0.07,2,1,2,-2,-2,-1,-4,-1.6000000000000014,17.799999999999997,0.4476,0.4038,0.043800000000000006,0.5455,0.4182,0.4,0.2,0.2,0.5833,0.25,0.1667,13,6,7,Draw
ISL00588,2020-21,2020-11-29,Punjab FC,Jamshedpur FC,Mohali,4-2-3-1,4-3-3,5.83,6.96,6.59,6.57,35.2,23.5,53.2,25.2,7,10,7,8,2,0,2,0,2,0,4,0,37.5,46.4,25.3,49.7,1,1,Clear,Average,Night,6.2,2.9,5.99,5.87,3,1,6.3,10,6,29.8,12.5,,0.49,0.36,-18.0,0.6616540109672912,-1.6999999999999993,-16.3,-0.7599999999999998,0.3899999999999997,-0.1850000000000005,3.3000000000000003,0.1200000000000001,4,2,17.3,0.13,0,0,2,0,0,-2,0,12.2,-3.3000000000000043,0.3297,0.4434,-0.11370000000000002,0.3208,0.34,0.2,0.6,-0.39999999999999997,0.5,0.2,0.3,3,2,1,Home_Win
ISL00589,2020-21,2020-11-30,Kerala Blasters,ATK Mohun Bagan,Kochi,4-3-3,4-4-2,5.97,6.93,7.54,6.31,45.9,28.7,42.9,26.2,4,16,9,20,0,0,2,1,0,0,2,2,21.1,22.5,54.1,30.3,2,1,Overcast,Good,Night,0.6,1.6,6.32,7.88,3,1,2.3,9,1,5.8,22.1,,0.47,0.45,3.0,1.0699298205291792,2.5,0.5,-1.5700000000000003,0.6200000000000001,-0.47500000000000053,-1.0,-1.5599999999999996,8,2,-16.3,0.019999999999999962,1,-5,-4,-2,-1,-2,-2,-33.0,-7.800000000000001,0.34,0.3333,0.006700000000000039,0.4314,0.2982,0.5,-0.7,1.2,0.3333,0.4444,0.2222,4,9,-5,Away_Win
ISL00590,2020-21,2020-12-03,NorthEast United FC,Kerala Blasters,Guwahati,3-5-2,3-5-2,6.76,6.97,6.04,6.72,23.5,15.6,57.5,27.7,10,11,6,11,1,0,2,1,2,0,3,1,28.3,25.4,47.9,44.9,0,3,Overcast,Good,Night,2.0,3.5,5.42,8.0,1,2,8.0,9,8,6.8,19.5,,0.49,0.32,-34.0,0.4086955810964207,-12.1,-21.9,0.7199999999999998,0.25,0.4850000000000003,-1.5,-2.58,1,-1,-12.7,0.16999999999999998,-3,4,0,-1,-1,-1,-1,-19.599999999999998,-19.5,0.4,0.3366,0.06340000000000001,0.3878,0.2449,0.2,0.3,-0.09999999999999998,0.3636,0.3636,0.2727,6,3,3,Away_Win
ISL00591,2020-21,2020-12-07,East Bengal FC,Mumbai City FC,Kolkata,3-4-3,4-4-2,6.76,7.2,5.88,7.06,20.9,11.8,38.8,20.3,10,10,7,14,3,1,3,1,3,1,5,1,42.3,51.1,20.8,20.2,0,3,Humid,Average,Night,4.1,1.0,7.08,5.25,1,4,9.4,7,7,23.9,11.8,,0.3,0.46,-17.9,0.538659654984625,-8.5,-9.399999999999999,0.8799999999999999,0.14000000000000057,0.5100000000000007,3.0999999999999996,1.83,0,-3,12.099999999999998,-0.16000000000000003,-3,3,-4,0,0,-2,0,21.499999999999996,30.900000000000002,0.3689,0.3786,-0.009699999999999986,0.4364,0.3585,0.2,-0.3,0.5,0.4,0.1,0.5,14,11,3,Home_Win
ISL00592,2020-21,2020-12-15,FC Goa,Hyderabad FC,Goa,4-3-3,4-2-3-1,6.4,6.78,7.72,6.89,37.6,21.8,58.2,34.8,8,9,10,10,2,1,4,1,3,1,5,1,37.6,38.9,33.7,31.7,2,1,Rainy,Good,Night,6.3,2.4,7.02,6.63,1,0,4.8,8,6,20.5,24.7,,0.46,0.5,-20.6,0.6460479989608249,-12.999999999999996,-7.600000000000005,-1.3199999999999994,-0.10999999999999943,-0.7149999999999999,3.9,0.3899999999999997,2,1,-4.199999999999999,-0.03999999999999998,1,-2,-1,-2,0,-2,0,3.8999999999999986,7.199999999999999,0.4302,0.3265,0.10370000000000001,0.4375,0.2545,0.4,-0.7,1.1,0.25,0.75,0.0,30,19,11,Away_Win
ISL00593,2020-21,2020-12-17,Chennaiyin FC,Mumbai City FC,Chennai,3-5-2,4-4-2,6.68,6.95,6.57,6.21,34.5,17.2,59.2,30.7,13,16,7,16,2,1,2,0,3,2,2,2,27.0,42.0,26.0,32.0,2,1,Overcast,Good,Day,5.1,6.1,8.24,6.59,2,2,9.0,6,4,18.3,23.7,,0.33,0.32,-24.700000000000003,0.5827701718293629,-13.5,-11.200000000000003,0.10999999999999943,0.7400000000000002,0.42499999999999893,-1.0,1.6500000000000004,2,0,-5.399999999999999,0.010000000000000009,1,6,0,0,1,1,0,1.0,10.0,0.3111,0.375,-0.06390000000000001,0.3617,0.3519,0.1,-0.3,0.4,0.2857,0.2857,0.4286,30,10,20,Away_Win
ISL00594,2020-21,2020-12-18,FC Goa,Kerala Blasters,Goa,4-3-3,3-4-3,6.27,6.77,6.93,7.43,47.4,25.1,43.2,24.5,7,16,9,10,3,1,2,1,4,1,2,1,51.3,19.2,21.4,54.1,2,0,Humid,Average,Day,7.8,9.6,6.11,7.82,4,0,7.2,7,8,27.7,9.0,,0.46,0.34,4.199999999999996,1.0972219682356552,0.6000000000000014,3.5999999999999943,-0.6600000000000001,-0.6600000000000001,-0.6600000000000001,-1.7999999999999998,-1.71,-1,4,18.7,0.12,2,-2,6,1,0,2,0,29.9,-34.900000000000006,0.4253,0.3431,0.0822,0.4286,0.26,0.5,0.4,0.09999999999999998,0.6667,0.25,0.0833,3,15,-12,Away_Win
ISL00595,2020-21,2020-12-19,Chennaiyin FC,East Bengal FC,Chennai,4-2-3-1,5-3-2,6.8,8.24,5.7,6.3,54.0,34.1,37.3,20.6,4,12,8,14,0,1,0,2,1,2,0,2,26.8,41.9,34.8,24.6,1,1,Clear,Good,Night,4.1,6.3,7.73,8.23,3,1,6.3,5,10,11.3,27.2,Away,0.46,0.33,16.700000000000003,1.4477207914957664,13.5,3.200000000000003,1.0999999999999996,1.9400000000000004,1.5199999999999996,-2.2,-0.5,-5,2,-15.899999999999999,0.13,0,-4,-2,0,-1,1,0,-7.9999999999999964,17.299999999999997,0.3077,0.375,-0.06730000000000003,0.3542,0.2917,0.2,0.8,-0.6000000000000001,0.5,0.3333,0.1667,2,12,-10,Home_Win
ISL00596,2020-21,2020-12-21,East Bengal FC,ATK Mohun Bagan,Kolkata,4-2-3-1,4-3-3,6.26,8.01,7.1,7.14,48.2,33.2,52.8,34.0,9,16,11,17,1,0,2,1,2,1,2,2,51.5,37.9,24.2,36.3,0,0,Humid,Good,Night,7.5,5.7,8.43,5.37,2,1,6.7,7,4,24.3,27.1,,0.45,0.42,-4.599999999999994,0.9128786149851108,-0.7999999999999972,-3.799999999999997,-0.8399999999999999,0.8700000000000001,0.015000000000000568,1.7999999999999998,3.0599999999999996,3,1,-2.8000000000000007,0.030000000000000027,0,-2,-1,-1,-1,0,-1,27.3,1.6000000000000014,0.3714,0.3402,0.031200000000000006,0.4464,0.3103,0.3,-0.4,0.7,0.5714,0.2857,0.1429,2,21,-19,Draw
ISL00597,2020-21,2020-12-21,ATK Mohun Bagan,Kerala Blasters,Kolkata,3-5-2,5-3-2,7.01,6.75,7.47,6.66,32.4,15.8,27.8,15.3,8,16,9,8,5,1,3,0,5,1,3,0,37.4,22.9,52.2,52.7,3,2,Rainy,Good,Night,6.0,7.3,6.64,6.17,2,3,2.0,5,8,29.7,7.1,Home,0.33,0.4,4.599999999999998,1.1654672066664724,0.5,4.099999999999998,-0.45999999999999996,0.08999999999999986,-0.1849999999999996,-1.2999999999999998,0.46999999999999975,-3,-1,22.6,-0.07,1,-1,8,2,1,2,1,-14.800000000000004,-29.800000000000004,0.3367,0.3495,-0.012799999999999978,0.3846,0.2745,-0.4,0.4,-0.8,0.3,0.4,0.3,1,3,-2,Away_Win
ISL00598,2020-21,2020-12-21,Punjab FC,East Bengal FC,Mohali,3-5-2,4-2-3-1,6.88,7.53,7.26,6.45,30.4,14.1,52.4,27.3,9,18,13,15,2,3,2,1,2,4,2,1,33.2,38.4,53.4,20.4,2,0,Overcast,Good,Day,0.5,0.5,6.34,4.57,2,1,5.0,10,7,19.9,21.5,Away,0.43,0.35,-22.0,0.5801525610395876,-13.200000000000001,-8.8,-0.3799999999999999,1.08,0.34999999999999964,0.0,1.7699999999999996,3,1,-1.6000000000000014,0.08000000000000002,2,-4,3,0,2,0,3,-20.199999999999996,18.0,0.337,0.3679,-0.030899999999999983,0.3333,0.2857,0.4,0.1,0.30000000000000004,0.4167,0.25,0.3333,22,1,21,Home_Win
ISL00599,2020-21,2020-12-22,Hyderabad FC,Chennaiyin FC,Hyderabad,4-3-3,4-2-3-1,8.04,6.74,7.06,6.73,72.9,34.0,45.6,31.8,10,19,12,11,3,3,1,3,3,4,1,4,27.1,48.7,38.6,50.4,3,1,Rainy,Good,Day,3.8,7.7,8.15,4.83,4,0,6.7,6,7,23.3,5.6,,0.32,0.32,27.300000000000004,1.59868385993775,2.1999999999999993,25.100000000000005,0.9799999999999995,0.009999999999999787,0.4950000000000001,-3.9000000000000004,3.3200000000000003,-1,4,17.700000000000003,0.0,2,-2,8,2,0,2,0,-11.5,-1.6999999999999957,0.3333,0.3152,0.018100000000000005,0.4186,0.2558,-0.7,0.5,-1.2,0.7143,0.2857,0.0,7,3,4,Draw
ISL00600,2020-21,2020-12-22,FC Goa,Odisha FC,Goa,5-3-2,4-4-2,6.03,6.93,6.31,6.87,60.9,34.0,31.0,15.3,7,20,11,8,2,0,4,0,3,0,5,0,50.7,41.9,41.7,45.7,0,1,Clear,Average,Night,3.5,8.8,7.36,8.2,1,0,7.1,4,5,7.6,28.9,,0.48,0.35,29.9,1.964515495317582,18.7,11.2,-0.27999999999999936,0.05999999999999961,-0.10999999999999943,-5.300000000000001,-0.839999999999999,-1,1,-21.299999999999997,0.13,-1,-4,12,-2,0,-2,0,9.0,-3.8000000000000043,0.4205,0.2843,0.1362,0.42,0.2,0.2,-0.7,0.8999999999999999,0.2222,0.5556,0.2222,4,30,-26,Home_Win
ISL00601,2020-21,2020-12-24,East Bengal FC,NorthEast United FC,Kolkata,5-3-2,3-4-3,6.7,6.74,6.82,6.84,56.6,36.7,51.4,31.4,14,12,8,20,2,3,2,1,3,4,3,1,42.4,41.9,17.1,30.5,0,2,Rainy,Good,Night,9.5,3.6,6.78,9.27,2,2,9.7,4,6,27.3,21.7,,0.47,0.32,5.200000000000003,1.1011671009402528,5.300000000000004,-0.10000000000000142,-0.1200000000000001,-0.09999999999999964,-0.10999999999999943,5.9,-2.4899999999999993,-2,0,5.600000000000001,0.14999999999999997,-2,6,-8,0,2,0,3,25.299999999999997,11.399999999999999,0.3645,0.3962,-0.031700000000000006,0.4386,0.4107,-0.5,0.3,-0.8,0.4545,0.1818,0.3636,3,21,-18,Home_Win
ISL00602,2020-21,2020-12-24,Mumbai City FC,Hyderabad FC,Mumbai,4-4-2,3-5-2,7.8,5.88,7.35,6.94,40.8,20.7,35.8,21.7,7,11,12,15,2,0,3,1,3,1,3,2,18.4,24.7,38.3,51.3,0,1,Rainy,Good,Night,6.6,9.3,8.08,8.55,3,1,9.8,4,7,26.5,18.9,,0.37,0.4,5.0,1.1396644861272385,-1.0,6.0,0.4500000000000002,-1.0600000000000005,-0.3049999999999997,-2.700000000000001,-0.47000000000000064,-3,2,7.600000000000001,-0.030000000000000027,-1,-5,-4,-1,-1,0,-1,-19.9,-26.599999999999998,0.381,0.33,0.05099999999999999,0.4,0.2679,0.0,-0.6,0.6,0.3636,0.2727,0.3636,7,2,5,Home_Win
ISL00603,2020-21,2020-12-25,Chennaiyin FC,Punjab FC,Chennai,3-4-3,3-4-3,7.59,7.52,6.71,7.23,35.8,20.4,38.3,20.6,9,11,9,17,0,1,2,1,0,3,4,1,51.6,54.7,23.8,44.5,0,1,Rainy,Poor,Night,5.9,9.6,6.75,6.29,0,1,2.2,8,12,16.6,14.8,,0.49,0.5,-2.5,0.934725604510286,-0.20000000000000284,-2.299999999999997,0.8799999999999999,0.28999999999999915,0.5849999999999991,-3.6999999999999993,0.45999999999999996,-4,-1,1.8000000000000007,-0.010000000000000009,-1,0,-6,-2,0,-4,2,27.8,10.200000000000003,0.3118,0.3441,-0.032299999999999995,0.3673,0.3421,0.5,0.5,0.0,0.4,0.4,0.2,3,4,-1,Away_Win
ISL00604,2020-21,2020-12-26,Jamshedpur FC,Kerala Blasters,Jamshedpur,4-4-2,5-3-2,6.66,7.68,7.17,7.29,50.5,29.2,39.8,25.3,7,15,11,17,3,0,2,0,3,0,5,1,45.3,27.1,39.0,54.1,2,1,Overcast,Good,Day,8.7,3.2,8.16,7.48,3,2,1.4,5,10,14.5,25.2,,0.36,0.49,10.700000000000003,1.2688439023005271,3.8999999999999986,6.800000000000004,-0.5099999999999998,0.3899999999999997,-0.0600000000000005,5.499999999999999,0.6799999999999997,-5,1,-10.7,-0.13,1,-4,-2,1,0,-2,-1,6.299999999999997,-27.0,0.4393,0.3558,0.08350000000000002,0.5357,0.2885,0.0,0.5,-0.5,0.5833,0.1667,0.25,27,5,22,Home_Win
